id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
51633862,Stylish Studio w Full Kitchen and Pool,163251048,Jen,,East Boston,42.36683,-71.04063,Entire home/apt,249,3,1,2021-11-01,0.64,11,365,1,Exempt: This listing is a unit that has contracts with hospitals
51634893,Deluxe Studio w Rooftop Terrace and Gym!,163251048,Jen,,East Boston,42.36562,-71.03921,Entire home/apt,155,3,1,2021-09-20,0.34,11,89,1,Exempt: This listing is a unit that has contracts with hospitals
51635398,Private 1BR Apt w/ Workspace & Gym,163251048,Jen,,East Boston,42.36668,-71.0407,Entire home/apt,269,3,0,,,11,365,0,Exempt: This listing is a unit that has contracts with hospitals
51639653,Sunny 1Bed Corner Unit w/ Elev & Pool in Com. Ave,266312920,STARS Of,,Brighton,42.33857,-71.15742,Entire home/apt,116,29,0,,,15,253,0,
51644354,"(E) Cozy bedroom near Harvard, MIT and BU",37035419,Wendy,,Allston,42.35887,-71.12972,Private room,65,91,0,,,6,261,0,
51654389,Private bedroom with balcony in shared Apartment,131288031,Arash,,Brighton,42.35947,-71.14185,Private room,41,120,0,,,3,86,0,
51674442,Private Bathroom and Laundry: Home from Home,73212148,Shiko,,Mission Hill,42.32848,-71.10328,Private room,77,91,0,,,1,365,0,
51681067,(MGH2) Stylish 1 bed in Beacon Hill near MGH!,21184200,AirbnbQueen,,Beacon Hill,42.36064,-71.06681,Entire home/apt,155,1,12,2021-11-19,2.95,42,23,12,Exempt: This listing is a unit that has contracts with hospitals
51681154,"(F31) Fenway 2 BED, Sunny, Simple & Clean!",21184200,AirbnbQueen,,Fenway,42.34252,-71.09966,Entire home/apt,129,1,8,2021-10-31,2.12,42,54,8,Exempt: This listing is a unit that has contracts with hospitals
51684229,"(C21) 2 Bed, Back Bay, Spacious, GREAT LOCATION!",21184200,AirbnbQueen,,Back Bay,42.34939,-71.09051,Entire home/apt,141,1,10,2021-11-25,3.06,42,57,10,Exempt: This listing is a unit that has contracts with hospitals
51694231,Kerys places,358267141,Salvador,,Roxbury,42.31372,-71.07993,Private room,60,1,3,2021-11-22,2.14,1,346,3,STR-461782
51695358,Great Value South End Studio!,409684302,Justin,,South End,42.34226,-71.07859,Entire home/apt,146,1,2,2021-12-04,0.61,16,221,2,Exempt: This listing is a hotel or motel
51709913,Bright Spacious Room in Newly Renovated Apt,2356643,MyBostonTrip,,Roxbury,42.32799,-71.08954,Private room,50,2,3,2021-12-02,1.88,36,352,3,STR-460218
51709915,Comfortable Room w/ Full Bed in Shared Apt,2356643,MyBostonTrip,,Roxbury,42.32615,-71.09077,Private room,52,2,2,2021-11-06,0.88,36,351,2,STR-460218
51709919,Cozy Private Room in Co-living Apt,2356643,MyBostonTrip,,Roxbury,42.3277,-71.09068,Private room,52,2,5,2021-11-29,2.73,36,342,5,STR-460218
51709920,Sunny & Modern Style Private Room in Shared Apt,2356643,MyBostonTrip,,Roxbury,42.32593,-71.09024,Private room,51,2,0,,,36,322,0,STR-460218
51709921,"Beautiful Private Room w/ Full Bed, Co-living",2356643,MyBostonTrip,,Roxbury,42.32597,-71.08929,Private room,45,2,3,2021-11-07,1.64,36,328,3,STR-460218
51709924,Charming Room in Modern Shared Spacious Apt,2356643,MyBostonTrip,,Roxbury,42.32638,-71.08884,Private room,63,2,0,,,36,342,0,STR-460218
51709928,Clean and Comfy Private Room in Shared Apt,2356643,MyBostonTrip,,Roxbury,42.32812,-71.09018,Private room,42,2,1,2021-11-24,1,36,352,1,STR-460218
51711675,Beacon Hill Monthly Studio with private Patio,21184200,AirbnbQueen,,Beacon Hill,42.35871,-71.06831,Entire home/apt,89,28,2,2021-11-19,1.76,42,80,2,Exempt: This listing is a unit that has contracts with hospitals
51713079,✦ Comfy Private Bedroom/Bath Ideal For Long Stay ✦,178966022,Rebecca,,West Roxbury,42.26778,-71.15033,Private room,75,29,0,,,1,338,0,
51721327,Spacious Room in North End,297860058,June,,North End,42.366268869469735,-71.05520913494175,Private room,55,91,0,,,168,292,0,
51721946,"Trendy Brighton 1BR w/ W/D, Gym, near T, Shops + Dining, by Blueground",107434423,,,Brighton,42.34618985375861,-71.1444450905663,Entire home/apt,188,32,0,,,194,318,0,
51722040,"Trendy Brighton 1BR w/ W/D, Gym, near T, Shops + Dining, by Blueground",107434423,,,Brighton,42.34846563777663,-71.14520570884447,Entire home/apt,188,32,0,,,194,315,0,
51722168,Unfurnished Private Queen Room in Brighton,297860058,June,,Brighton,42.34961771735704,-71.16148838801746,Private room,45,91,0,,,168,320,0,
51722434,Unfurnished Queen Room in Allston Apartment,297860058,June,,Allston,42.35605,-71.1317,Private room,42,91,0,,,168,343,0,
51723159,Unfurnished Queen Room in Allston Home,297860058,June,,Allston,42.35601,-71.13299,Private room,44,91,0,,,168,277,0,
51723460,Unfurnished Queen Room in Allston Apartment,297860058,June,,Allston,42.35476,-71.13095,Private room,48,91,0,,,168,319,0,
51723791,Unfurnished Queen Room in Allston Apartment,297860058,June,,Allston,42.35474,-71.13228,Private room,28,91,0,,,168,364,0,
51724000,Unfurnished Queen Room in Allston Home,297860058,June,,Allston,42.35639,-71.13078,Private room,33,91,0,,,168,364,0,
51724155,Unfurnished Queen Room in Allston Apartment,297860058,June,,Allston,42.35447,-71.13047,Private room,28,91,0,,,168,349,0,
51725116,Unfurnished Queen Room in Allston Apartment,297860058,June,,Allston,42.35632,-71.13183,Private room,31,91,0,,,168,364,0,
51725629,Large Room in 3-BR Apartment in North End,297860058,June,,North End,42.36598,-71.05361,Private room,56,91,0,,,168,319,0,
51727628,Spacious Room in Mission Hill,297860058,June,,Mission Hill,42.33223,-71.09648,Private room,58,91,0,,,168,319,0,
51727924,Unfurnished Room in Allston,297860058,June,,Allston,42.35802,-71.13264,Private room,46,91,0,,,168,284,0,
51729676,Unfurnished Private Queen Room in Brighton,297860058,June,,Brighton,42.35121,-71.17042,Private room,32,91,0,,,168,364,0,
51729793,A place of your own | 2 BR in Boston,359229620,,,East Boston,42.37011,-71.04339,Entire home/apt,287,91,0,,,80,365,0,
51731513,Large Sunny Room close to downtown crossing,89328922,Ehab,,Dorchester,42.32251,-71.05736,Private room,40,1,13,2021-11-07,3.79,4,77,13,STR-455882
51738148,Unfurnished Private Room in Brighton,297860058,June,,Brighton,42.35124,-71.17088,Private room,37,91,0,,,168,338,0,
51738333,Cozy Room in Brighton,297860058,June,,Brighton,42.35288,-71.17065,Private room,42,91,0,,,168,319,0,
51738681,Unfurnished Room in Brighton,297860058,June,,Brighton,42.35285,-71.17075,Private room,53,91,0,,,168,364,0,
51739313,Modern Room in 4-BR Apartment in Allston,297860058,June,,Allston,42.35393,-71.13305,Private room,39,91,0,,,168,364,0,
51739545,Unfurnished Room in 4-BR Apartment in Allston,297860058,June,,Allston,42.35401,-71.13148,Private room,42,91,0,,,168,364,0,
51743956,Basement studio w/ kitchenette,162174338,James,,Roslindale,42.28063,-71.11533,Entire home/apt,73,1,8,2021-12-05,7.27,1,140,8,STR-458248
51745057,Unfurnished Queen Room in Dorchester Center Home,297860058,June,,Dorchester,42.29117,-71.06868,Private room,37,91,0,,,168,364,0,
51747209,Charming 1br in the Heart of Downtown Boston,275849638,Steven,,Downtown,42.35822,-71.05518,Entire home/apt,133,1,16,2021-12-15,5.45,42,175,16,STR-424130
51747972,Pet Friendly - Elevator - Laundry in Bldg - FIDI,275849638,Steven,,Downtown,42.35869,-71.05362,Entire home/apt,134,1,17,2021-12-09,4.47,42,149,17,STR-424123
51758650,Unfurnished Spacious Room in 5-BR Apt in Brighton,297860058,June,,Brighton,42.34937,-71.16199,Private room,28,91,0,,,168,364,0,
51758904,Unfurnished Room in Brighton,297860058,June,,Brighton,42.34978,-71.16071,Private room,26,91,0,,,168,364,0,
51758998,Unfurnished Queen Room in Brighton,297860058,June,,Brighton,42.34971,-71.16093,Private room,41,91,0,,,168,359,0,
51759234,Unfurnished Room in Brighton,297860058,June,,Brighton,42.34957,-71.16038,Private room,26,91,0,,,168,364,0,
51759368,Unfurnished Spacious Room in 5-BR Apt in Brighton,297860058,June,,Brighton,42.34949,-71.1601,Private room,34,91,0,,,168,364,0,
51759433,Unfurnished Room in Brighton,297860058,June,,Brighton,42.34795,-71.16163,Private room,36,91,0,,,168,364,0,
51759537,Unfurnished Full Room in Brighton,297860058,June,,Brighton,42.34989,-71.16199,Private room,31,91,0,,,168,301,0,
51759614,Unfurnished Full Room in 5-BR Apt. in Brighton,297860058,June,,Brighton,42.34961,-71.16146,Private room,35,91,0,,,168,364,0,
51759723,Unfurnished Full room in 3-BR Apt. in North End,297860058,June,,North End,42.36427,-71.05406,Private room,52,91,0,,,168,364,0,
51759867,Unfurnished Room in 3-BR Apartment in North End,297860058,June,,North End,42.36654,-71.05413,Private room,50,91,0,,,168,287,0,
51760013,Unfurnished Private Room in 3-BR Apt in North End,297860058,June,,North End,42.3646,-71.05382,Private room,62,91,0,,,168,357,0,
51760129,Unfurnished Room in North End,297860058,June,,North End,42.36659,-71.05559,Private room,57,91,0,,,168,359,0,
51760247,Unfurnished 1 Bedroom Apartment in North End,297860058,June,,North End,42.36517,-71.05377,Entire home/apt,114,91,0,,,168,330,0,
51767954,Unfurnished Bright Room in Allston,297860058,June,,Allston,42.34972,-71.13428,Private room,28,91,0,,,168,364,0,
51768044,Bright Room in Allston,297860058,June,,Allston,42.34951,-71.13622,Private room,47,91,0,,,168,291,0,
51783130,Cozy  2 bedroom in JP,10692181,Francisco,,Jamaica Plain,42.31255,-71.1031,Entire home/apt,259,2,1,2021-11-15,0.91,5,326,1,STR-414666
51799762,Lovely Quiet Condo near VA Hospital,145509808,Jilvonya,,Jamaica Plain,42.32626,-71.10898,Entire home/apt,108,3,14,2021-12-13,4.38,1,115,14,STR-458235
51804426,Cozy room close to downtown crossing,89328922,Ehab,,Dorchester,42.32272,-71.0554,Private room,41,1,12,2021-11-30,3.75,4,68,12,STR-455882
51807102,A home you will love | 1 BR in Boston,368944610,,,South End,42.34619,-71.0628,Entire home/apt,266,91,0,,,38,365,0,
51807183,A home you will love | 1 BR in Boston,368944610,,,South End,42.34618,-71.06371,Entire home/apt,275,91,0,,,38,365,0,
51807199,A home you will love | 1 BR in Boston,368944610,,,South End,42.34412,-71.06308,Entire home/apt,262,91,0,,,38,365,0,
51807298,A home you will love | Studio in Boston,368944610,,,South End,42.34457,-71.06486,Entire home/apt,236,91,0,,,38,365,0,
51807335,A home you will love | 2 BR in Boston,368944610,,,South End,42.3444,-71.0648,Entire home/apt,327,91,0,,,38,365,0,
51807340,A home you will love | 2 BR in Boston,368944610,,,South End,42.3444,-71.06283,Entire home/apt,327,91,0,,,38,365,0,
51807383,A home you will love | 2 BR in Boston,368944610,,,South End,42.34617,-71.06321,Entire home/apt,334,91,0,,,38,365,0,
51810948,Cozy North End 2BR steps from Harborwalk by Blueground,107434423,,,North End,42.367451,-71.054337,Entire home/apt,205,32,0,,,194,326,0,
51811784,Lovely room in shared home in East Boston,32200220,Mickayla & Jake,,East Boston,42.3796,-71.03436,Private room,47,1,14,2021-11-29,4.29,2,356,14,STR-457656
51812329,"Dapper Back Bay Studio, w/ Gym, walk to Newbury St. by Blueground",107434423,,,Back Bay,42.34964,-71.07363,Entire home/apt,210,32,0,,,194,275,0,
51813695,Unfurnished Room in Allston,297860058,June,,Allston,42.35819,-71.12945,Private room,31,91,0,,,168,364,0,
51814341,Unfurnished Room in Allston,297860058,June,,Allston,42.3598,-71.12962,Private room,41,91,0,,,168,277,0,
51815560,Unfurnished Room in Allston,297860058,June,,Allston,42.35792,-71.12909,Private room,40,91,0,,,168,289,0,
51816065,Unfurnished Room in Allston,297860058,June,,Allston,42.35984,-71.12966,Private room,37,91,0,,,168,285,0,
51816242,Unfurnished Room in Allston,297860058,June,,Allston,42.35976,-71.12923,Private room,30,91,0,,,168,364,0,
51816556,Unfurnished Room in 4-BR Apt in Dorchester Center,297860058,June,,Dorchester,42.29134,-71.06885,Private room,23,91,0,,,168,364,0,
51818063,Beautiful & Cozy Apartments in Fenway,158837906,Hesham,,Fenway,42.34865,-71.10091,Entire home/apt,299,28,0,,,34,365,0,Str-451827
51820530,Lovely 1BR with Patio,419803914,Gisel,,South End,42.33717,-71.07416,Entire home/apt,350,3,4,2021-10-26,1.17,1,15,4,STR-458280
51824672,Clean apartment home | 1 BR in Boston,359229620,,,Jamaica Plain,42.32864,-71.11231,Entire home/apt,244,91,0,,,80,365,0,
51827678,Renovated 3 Bedroom in Boston—close to the T,52833008,Ranner,,Dorchester,42.28843,-71.06945,Entire home/apt,161,1,13,2021-12-12,9.51,1,300,13,STR-457662
51838132,"Cozy South End Studio near T, Shops + Dining, by Blueground",107434423,,,Roxbury,42.33929,-71.08236,Entire home/apt,153,32,0,,,194,220,0,
51846253,"3-43 Simple Studio, Stay This Fall & Beyond",244600805,Bay Village,,South End,42.34773,-71.07077,Entire home/apt,98,3,8,2021-11-29,2.22,20,220,8,STR-415222
51846408,"5-2 Perfect Studio, Affordable & Simple",244600805,Bay Village,,Bay Village,42.34808,-71.07091,Entire home/apt,128,3,5,2021-11-08,1.92,20,67,5,STR-415225
51879873,Bright and Modern Luxury Studio,409684302,Justin,,South End,42.34276,-71.07928,Entire home/apt,160,1,10,2021-12-13,3.95,16,355,10,Exempt: This listing is a hotel or motel
51942873,Lovely Room in Downtown/TuftsMed/MGH/Back Bay,420716997,Yi,,Beacon Hill,42.35684,-71.07311,Private room,160,29,0,,,1,364,0,
51944717,Entire 4-bedroom apartment in the heart of Boston,420731690,Thuyvan,,Dorchester,42.29832,-71.06427,Entire home/apt,250,1,15,2021-12-12,5.49,1,169,15,STR-454666
51978517,(63-3) Charming 2bed in Beacon Hill,21184200,AirbnbQueen,,Beacon Hill,42.35996,-71.06816,Entire home/apt,135,28,4,2021-12-11,1.60,42,104,4,Exempt: This listing is a unit that has contracts with hospitals
51979086,(T-2) South End Studio!,21184200,AirbnbQueen,,South End,42.34088,-71.07728,Entire home/apt,70,1,11,2021-11-27,3.40,42,2,11,Exempt: This listing is a unit that has contracts with hospitals
51979378,(W13) NEW! Comfy Studio in Boston's South End,21184200,AirbnbQueen,,South End,42.33982,-71.07734,Entire home/apt,124,1,9,2021-12-04,2.70,42,44,9,Exempt: This listing is a unit that has contracts with hospitals
51979510,(W2) Cute Studio w/Full Kitchen South End!,21184200,AirbnbQueen,,South End,42.33793,-71.07768,Entire home/apt,118,1,7,2021-12-12,2.36,42,55,7,Exempt: This listing is a unit that has contracts with hospitals
51979656,(W1) Studio in the South End! Cozy + Cute!,21184200,AirbnbQueen,,South End,42.33934,-71.07807,Entire home/apt,126,1,5,2021-12-12,2.54,42,69,5,Exempt: This listing is a unit that has contracts with hospitals
51988822,Clean apartment home | Studio in Boston,359229620,,,Jamaica Plain,42.32915,-71.11246,Entire home/apt,210,91,0,,,80,365,0,
51998191,A home you will love | 2 BR in Boston,368944610,,,South End,42.34479,-71.06285,Entire home/apt,346,91,0,,,38,365,0,
52025181,Cozy Room- 5min from BOS Airport,59651248,Anderson,,East Boston,42.37386692321317,-71.03688831453901,Private room,93,1,0,,,1,341,0,STR-458886
52028169,A place of your own | Studio in Boston,359229620,,,East Boston,42.36996,-71.04403,Entire home/apt,210,91,0,,,80,365,0,
52028625,Live + Work + Stay + Easy | 1BR in Cambridge,359229620,,,Charlestown,42.37130762512536,-71.07756529143248,Entire home/apt,180,92,0,,,80,365,0,
52039103,Cozy apartment for you | 1 BR in Brighton,359229620,,,Brighton,42.36199226269671,-71.14562700038515,Entire home/apt,251,91,0,,,80,365,0,
52039107,Cozy apartment for you | Studio in Brighton,359229620,,,Brighton,42.3604,-71.14403,Entire home/apt,203,91,0,,,80,365,0,
52039110,Cozy apartment for you | 1 BR in Brighton,359229620,,,Brighton,42.36247,-71.144,Entire home/apt,215,91,0,,,80,365,0,
52039115,Cozy apartment for you | 1 BR in Brighton,359229620,,,Brighton,42.36041,-71.14454,Entire home/apt,220,91,0,,,80,365,0,
52039119,Cozy apartment for you | 2 BR in Brighton,359229620,,,Brighton,42.36063,-71.14415,Entire home/apt,266,91,0,,,80,365,0,
52046024,Prime South End 2BR in Union Park by Blueground,107434423,,,South End,42.3415,-71.07101,Entire home/apt,185,32,0,,,194,215,0,
52052607,100 Pier 4,368944610,,,South Boston Waterfront,42.35164,-71.04458,Entire home/apt,334,92,0,,,38,365,0,
52060181,Executive Suite Loft -  Harvard Allston Campus,8441226,Justin,,Allston,42.363554080249834,-71.13151020395932,Entire home/apt,119,1,10,2021-11-29,3.37,2,330,10,STR-418699
52065756,Right Near Convention Center and Train Station,421556719,Peter,,South Boston,42.34057,-71.05512,Entire home/apt,186,2,17,2021-12-12,5.10,1,79,17,STR-458351
52069412,Best 3 Bedroom Close To Boston,5618949,Alan,,Roslindale,42.2798,-71.1185,Entire home/apt,199,5,0,,,7,75,0,STR-419049
52085163,"Stay Tonight & Enjoy Boston, Simple Studio 401",331132678,Premier Suites,,Downtown,42.3553,-71.06309,Entire home/apt,92,3,12,2021-11-22,3.60,3,67,12,STR-439290
52085396,"407 - One Bedroom By Commons, Walk Score 100+",331132678,Premier Suites,,Downtown,42.35599,-71.06201,Entire home/apt,125,3,5,2021-11-16,1.70,3,4,5,STR-439290
52106385,Chic & Hip Studio Awaits Your Stay! 1-42,285344759,Bv,,Bay Village,42.34955,-71.06909,Entire home/apt,109,3,7,2021-11-04,2.16,27,142,7,STR-415226
52107205,Spacious 2BR Near Train | Boston | Evonify,212359760,Evonify,,Downtown,42.35172,-71.06517,Entire home/apt,159,1,22,2021-12-13,6.80,46,283,22,Exempt: This listing is a unit that has contracts with hospitals
52112631,Remodeled Spacious Apartment in Perfect Location,44535915,Fanny,,Allston,42.35041,-71.13014,Entire home/apt,500,2,7,2021-11-14,2.53,1,326,7,STR-458954
52113003,King Bed & Brand New Bath in the Heart of Downtown,20828559,Lu,,Downtown,42.35437,-71.06206,Entire home/apt,190,3,7,2021-11-21,2.23,1,319,7,STR-456287
52147054,A home you will love | Studio in Boston,368944610,,,South End,42.34632423463916,-71.06423072232776,Entire home/apt,231,91,0,,,38,365,0,
52164968,Spacious master suite near Logan Airport,400176914,TuanAnh,,East Boston,42.39228,-71.00676,Private room,123,1,9,2021-11-13,3.00,2,69,9,STR-458877
52171619,Copley House - Premium Studio,85130,Copley,,South End,42.34367,-71.07919,Private room,185,1,2,2021-11-02,0.70,6,365,2,str-420775
52205576,"Quiet, top floor, condo, skylights, large windows",2317686,Bryan,,Fenway,42.34743,-71.10316,Private room,100,91,0,,,1,365,0,Exempt: This listing is a unit used for furnished institutional or business stays
52234647,(P102) Cute and Cozy 1 bedroom Fenway Park!,21184200,AirbnbQueen,,Fenway,42.34689,-71.1033,Entire home/apt,105,2,6,2021-11-07,2.20,42,52,6,Exempt: This listing is a unit that has contracts with hospitals
52249525,"Prime South End 1BR w. Gym near restaurants and BUMC, by Blueground",107434423,,,South End,42.33840765936358,-71.07342945649697,Entire home/apt,211,32,0,,,194,283,0,
52253773,Boston Beacon Hill Charming 4 bed room apt close T,373675137,Liya,,Beacon Hill,42.359,-71.06649,Entire home/apt,126,31,1,2021-11-01,0.64,7,357,1,
52259322,Unfurnished Room in 4-BR Apt in Dorchester Centre,297860058,June,,Dorchester,42.2892,-71.06679,Private room,27,91,0,,,168,364,0,
52259459,Unfurnished Room in 4-BR Apt in Dorchester Centre,297860058,June,,Dorchester,42.29128,-71.06667,Private room,32,91,0,,,168,364,0,
52259778,Unfurnished Room in 4-BR Apt in Dorchester Centre,297860058,June,,Dorchester,42.29006,-71.06881,Private room,33,91,0,,,168,364,0,
52264392,Welcome 2 Beds or One King Bed Sky Blue private Rm,139155384,Charles,,Hyde Park,42.25685,-71.1214,Private room,60,1,14,2021-12-12,4.57,2,266,14,STR-457716
52272080,Cozy and Clean Private Room in Brighton,297860058,June,,Brighton,42.34128,-71.14447,Private room,50,91,0,,,168,277,0,
52272452,Cozy and Clean Private Room in Brighton,297860058,June,,Brighton,42.34136,-71.1447,Private room,40,91,0,,,168,316,0,
52278497,Bright Room in Brighton,297860058,June,,Brighton,42.34034,-71.14485,Private room,51,91,0,,,168,330,0,
52278687,Clean and Comfy Room in Brighton,297860058,June,,Brighton,42.34157,-71.14383,Private room,52,91,0,,,168,184,0,
52283671,A place of your own | Studio in Boston,359229620,,,East Boston,42.37191,-71.04284,Entire home/apt,209,91,0,,,80,365,0,
52285741,Newly renovated 3 bedroom 10 mins from the city,61191055,Jonathan,,Roxbury,42.3226,-71.09566,Entire home/apt,206,2,1,2021-11-17,1,1,325,1,STR-458323
52287129,Live + Work + Stay + Easy | 2BR in Boston,359229620,,,Dorchester,42.32385,-71.06164,Entire home/apt,302,91,0,,,80,365,0,
52294348,Unfurnished Room in 4-BR Apartment in Brighton,297860058,June,,Brighton,42.34017,-71.14311,Private room,47,91,0,,,168,295,0,
52296524,Comfy Unfurnished Room in Brighton,297860058,June,,Brighton,42.34108,-71.14501,Private room,42,91,0,,,168,291,0,
52298417,Bright&Clean Unfurnished Room in Dorchester Center,297860058,June,,Dorchester,42.28996,-71.0688,Private room,35,91,0,,,168,364,0,
52312207,"Cozy South End Studio near T, Shops + Dining, by Blueground",107434423,,,Roxbury,42.34096,-71.08247,Entire home/apt,152,32,0,,,194,232,0,
52346717,"Entire studio in Hanover, heart of the North End",65123054,David,,North End,42.36467,-71.053,Entire home/apt,90,29,1,2021-11-11,0.81,1,168,1,
52350682,"Downtown Studio Apt, near Grocery and Hospitals",2356643,MyBostonTrip,,Downtown,42.35059,-71.06562,Entire home/apt,95,2,1,2021-11-21,1,36,74,1,STR-423037
52358493,Cozy North End 2BR steps from Harborwalk by Blueground,107434423,,,North End,42.367451,-71.054337,Entire home/apt,203,32,0,,,194,315,0,
52358553,Cozy North End 1BR steps from Harborwalk by Blueground,107434423,,,North End,42.367451,-71.054337,Entire home/apt,147,32,0,,,194,318,0,
52358561,"Stunning Fort Point Studio w/Washer + Dryer, near Seaport by Blueground",107434423,,,South Boston Waterfront,42.34901,-71.049721,Entire home/apt,181,60,0,,,194,269,0,
52360274,Cozy North End 2BR steps from Harborwalk by Blueground,107434423,,,North End,42.367451,-71.054337,Entire home/apt,159,32,0,,,194,359,0,
52360279,"Prime South End 1BR w. Gym near restaurants and BUMC, by Blueground",107434423,,,South End,42.33872,-71.07213,Entire home/apt,201,32,0,,,194,330,0,
52367380,"Cozy Room Single Bed, 32"" SmartTV - WiFi",278520291,Glen,,Roxbury,42.31695,-71.08182,Private room,45,1,17,2021-12-15,6.07,7,339,17,STR-457136
52367763,Red Oasis Cozy Rm Queen Bed 40” Smart TV - WiFi,278520291,Glen,,Roxbury,42.31887,-71.0805,Private room,50,1,13,2021-12-12,4.59,7,351,13,STR-457136
52367775,Large Cozy Room Queen Bed 43” Smart TV - WiFi,278520291,Glen,,Roxbury,42.31676,-71.08233,Private room,60,1,9,2021-12-06,3.80,7,358,9,STR-457136
52367950,Copley Queen - Copley Sq. Hotel,423875908,"Copley Square Hotel,",,Back Bay,42.34804,-71.07758,Private room,729,1,0,,,7,0,0,Exempt: This listing is a hotel or motel
52368911,Cozy Grey Large Rm Queen Bed 45” Smart TV - WiFi,278520291,Glen,,Roxbury,42.31894,-71.08061,Private room,50,1,17,2021-12-05,6.00,7,362,17,STR-457136
52371738,Live + Work + Stay + Easy | 2BR in Boston,359229620,,,Dorchester,42.32426,-71.06315,Entire home/apt,290,91,0,,,80,365,0,
52378948,345 Harrison,368944610,,,South End,42.34612,-71.06298,Entire home/apt,266,91,0,,,38,365,0,
52378949,A home you will love | 1 BR in Boston,368944610,,,South End,42.34589,-71.06507,Entire home/apt,284,91,0,,,38,365,0,
52380004,Luxury 2bed Apartment steps from Fenway park,158837906,Hesham,,Fenway,42.34319,-71.10248,Entire home/apt,349,30,2,2021-11-29,2,34,349,2,STR-889755
52381144,"Walk Everywhere Boston, Heart of Little Italy",3637081,Jason Or Jose,,North End,42.36743,-71.05543,Entire home/apt,198,1,0,,,8,151,0,Exempt: This listing is a unit used for furnished institutional or business stays
52381690,Unfurnished Room in Brighton,297860058,June,,Brighton,42.34243,-71.14131,Private room,35,91,0,,,168,364,0,
52381849,Unfurnished Room in Brighton,297860058,June,,Brighton,42.34042,-71.14226,Private room,34,91,0,,,168,364,0,
52382137,Bright and Lovely Room in Brighton,297860058,June,,Brighton,42.3424,-71.14317,Private room,55,91,0,,,168,319,0,
52382687,Lovely Unfurnished Room in Brighton,297860058,June,,Brighton,42.34201,-71.14144,Private room,35,91,0,,,168,364,0,
52383065,Unfurnished Room in Brighton,297860058,June,,Brighton,42.34244,-71.14308,Private room,34,91,0,,,168,364,0,
52384026,ADA Copley Queen - Copley Square Hotel,423875908,"Copley Square Hotel,",,Back Bay,42.34782,-71.07748,Private room,729,1,0,,,7,0,0,Exempt: This listing is a hotel or motel
52384493,"Walk Everywhere Boston, Heart of Little Italy",3637081,Jason Or Jose,,North End,42.36724,-71.05553,Entire home/apt,311,1,0,,,8,162,0,Exempt: This listing is a unit used for furnished institutional or business stays
52417140,A home you will love | 1 BR in Boston,368944610,,,South End,42.34474,-71.06513,Entire home/apt,279,91,0,,,38,365,0,
52421831,New renovated lovely Boston apartment for rent,424307279,Curtis A.,,Dorchester,42.28766,-71.08116,Entire home/apt,136,2,13,2021-12-12,5.06,1,312,13,Exempt: This listing is a unit used for furnished institutional or business stays
52421929,Cozy Double - Copley Square Hotel,423875908,"Copley Square Hotel,",,Back Bay,42.34898,-71.07794,Private room,699,1,0,,,7,0,0,Exempt: This listing is a hotel or motel
52422200,Copley Double Double - Copley Square Hotel,423875908,"Copley Square Hotel,",,Back Bay,42.34951,-71.07754,Private room,759,1,0,,,7,0,0,Exempt: This listing is a hotel or motel
52422480,Copley King - Copley Square Hotel,423875908,"Copley Square Hotel,",,Back Bay,42.34748,-71.07794,Private room,749,1,0,,,7,0,0,Exempt: This listing is a hotel or motel
52422690,Studio King - Copley Square Hotel,423875908,"Copley Square Hotel,",,Back Bay,42.34724,-71.07954,Private room,759,1,0,,,7,0,0,Exempt: This listing is a hotel or motel
52422789,Corner View Studio King - Copley Square Hotel,423875908,"Copley Square Hotel,",,Back Bay,42.34751,-71.0796,Private room,769,1,0,,,7,0,0,Exempt: This listing is a hotel or motel
52425384,Colorful 3 Bedroom Near Public Transit & Parking,1320067,Megan,,Jamaica Plain,42.31762,-71.11545,Entire home/apt,139,2,1,2021-11-27,1,2,23,1,STR-453514
52433389,Unfurnished Private Room in Allston,297860058,June,,Allston,42.35623,-71.13231,Private room,33,91,0,,,168,364,0,
52433474,Unfurnished Private Room in Allston,297860058,June,,Allston,42.35468,-71.13097,Private room,31,91,0,,,168,364,0,
52434083,Private Unfurnished Room in Allston,297860058,June,,Allston,42.35679,-71.13062,Private room,41,91,0,,,168,336,0,
52439990,(MB5) 2BR Back Bay Beauty!,351555234,Airbnb,,Back Bay,42.35316,-71.08049,Entire home/apt,199,2,2,2021-11-24,0.82,1,197,2,Exempt: This listing is a unit that has contracts with hospitals
52444108,Live + Work + Stay + Easy | 2BR in Boston,359229620,,,Dorchester,42.32373,-71.06294,Entire home/apt,297,91,0,,,80,365,0,
52453541,🎖The Ashmont Duplex | Close to Subway + Downtown,102027626,Romo & Nayeli,,Dorchester,42.28958,-71.06748,Entire home/apt,320,2,0,,,7,63,0,STR-398049
52468803,1 Bedroom Condo in Boston/South End,424705245,Timothy,,South End,42.34417,-71.07051,Entire home/apt,175,3,0,,,1,94,0,STR-460809
52468920,Lovely 2 bedroom condo 5 mins from downtown,76736605,Nateesha,,Roxbury,42.33148,-71.08384,Entire home/apt,350,1,5,2021-11-20,2.88,1,321,5,Str-460337
